date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:12:49	52848/52848	---M--	200	added ('OK')	font/woff2	etag:%22ce70-567d01d4d0a80%22	https://preview.colorlib.com/theme/zeta/plugins/fontawesome-free-5.0.1/webfonts/fa-brands-400.woff2	C:/Users/HP/Desktop/zeta/preview.colorlib.com/theme/zeta/plugins/fontawesome-free-5.0.1/webfonts/fa-brands-400.woff2	(from https://preview.colorlib.com/theme/zeta/A.styles,,_bootstrap4,,_bootstrap.min.css+plugins,,_fontawesome-free-5.0.1,,_css,,_fontawesome-all.css+plugins,,_OwlCarousel2-2.2.1,,_owl.carousel.css+plugins,,_OwlCarousel2-2.2.1,,_owl.theme.default.css+plugins,,_OwlCarousel2-2.2.1,,_animate.css+plugins,,_js-flickr-gallery-1.24,,_js-flickr-gallery.css+plugins,,_colorbox,,_colorbox.css,Mcc.cSxapuUV5Z.css.pagespeed.cf.Oe_tASXDKX.css)
19:12:49	61780/61780	---M--	200	added ('OK')	font/woff	etag:%22f154-567d01d4d0a80%22	https://preview.colorlib.com/theme/zeta/plugins/fontawesome-free-5.0.1/webfonts/fa-brands-400.woff	C:/Users/HP/Desktop/zeta/preview.colorlib.com/theme/zeta/plugins/fontawesome-free-5.0.1/webfonts/fa-brands-400.woff	(from https://preview.colorlib.com/theme/zeta/A.styles,,_bootstrap4,,_bootstrap.min.css+plugins,,_fontawesome-free-5.0.1,,_css,,_fontawesome-all.css+plugins,,_OwlCarousel2-2.2.1,,_owl.carousel.css+plugins,,_OwlCarousel2-2.2.1,,_owl.theme.default.css+plugins,,_OwlCarousel2-2.2.1,,_animate.css+plugins,,_js-flickr-gallery-1.24,,_js-flickr-gallery.css+plugins,,_colorbox,,_colorbox.css,Mcc.cSxapuUV5Z.css.pagespeed.cf.Oe_tASXDKX.css)
19:12:49	95400/95400	---MCZ	200	added ('OK')	font/ttf	etag:W/%22174a8-567d01d100180%22	https://preview.colorlib.com/theme/zeta/plugins/fontawesome-free-5.0.1/webfonts/fa-brands-400.ttf	C:/Users/HP/Desktop/zeta/preview.colorlib.com/theme/zeta/plugins/fontawesome-free-5.0.1/webfonts/fa-brands-400.ttf	(from https://preview.colorlib.com/theme/zeta/A.styles,,_bootstrap4,,_bootstrap.min.css+plugins,,_fontawesome-free-5.0.1,,_css,,_fontawesome-all.css+plugins,,_OwlCarousel2-2.2.1,,_owl.carousel.css+plugins,,_OwlCarousel2-2.2.1,,_owl.theme.default.css+plugins,,_OwlCarousel2-2.2.1,,_animate.css+plugins,,_js-flickr-gallery-1.24,,_js-flickr-gallery.css+plugins,,_colorbox,,_colorbox.css,Mcc.cSxapuUV5Z.css.pagespeed.cf.Oe_tASXDKX.css)
19:12:50	488532/488532	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2277454-567d01d2e8600%22	https://preview.colorlib.com/theme/zeta/plugins/fontawesome-free-5.0.1/webfonts/fa-brands-400.svg	C:/Users/HP/Desktop/zeta/preview.colorlib.com/theme/zeta/plugins/fontawesome-free-5.0.1/webfonts/fa-brands-400.svg	(from https://preview.colorlib.com/theme/zeta/A.styles,,_bootstrap4,,_bootstrap.min.css+plugins,,_fontawesome-free-5.0.1,,_css,,_fontawesome-all.css+plugins,,_OwlCarousel2-2.2.1,,_owl.carousel.css+plugins,,_OwlCarousel2-2.2.1,,_owl.theme.default.css+plugins,,_OwlCarousel2-2.2.1,,_animate.css+plugins,,_js-flickr-gallery-1.24,,_js-flickr-gallery.css+plugins,,_colorbox,,_colorbox.css,Mcc.cSxapuUV5Z.css.pagespeed.cf.Oe_tASXDKX.css)
19:12:50	31004/31004	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22791c-567d01d6b8f00%22	https://preview.colorlib.com/theme/zeta/plugins/fontawesome-free-5.0.1/webfonts/fa-regular-400.eot	C:/Users/HP/Desktop/zeta/preview.colorlib.com/theme/zeta/plugins/fontawesome-free-5.0.1/webfonts/fa-regular-400.eot	(from https://preview.colorlib.com/theme/zeta/A.styles,,_bootstrap4,,_bootstrap.min.css+plugins,,_fontawesome-free-5.0.1,,_css,,_fontawesome-all.css+plugins,,_OwlCarousel2-2.2.1,,_owl.carousel.css+plugins,,_OwlCarousel2-2.2.1,,_owl.theme.default.css+plugins,,_OwlCarousel2-2.2.1,,_animate.css+plugins,,_js-flickr-gallery-1.24,,_js-flickr-gallery.css+plugins,,_colorbox,,_colorbox.css,Mcc.cSxapuUV5Z.css.pagespeed.cf.Oe_tASXDKX.css)
19:12:50	31004/31004	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22791c-567d01d6b8f00%22	https://preview.colorlib.com/theme/zeta/plugins/fontawesome-free-5.0.1/webfonts/fa-regular-400.eot?	C:/Users/HP/Desktop/zeta/preview.colorlib.com/theme/zeta/plugins/fontawesome-free-5.0.1/webfonts/fa-regular-400d41d.eot	(from https://preview.colorlib.com/theme/zeta/A.styles,,_bootstrap4,,_bootstrap.min.css+plugins,,_fontawesome-free-5.0.1,,_css,,_fontawesome-all.css+plugins,,_OwlCarousel2-2.2.1,,_owl.carousel.css+plugins,,_OwlCarousel2-2.2.1,,_owl.theme.default.css+plugins,,_OwlCarousel2-2.2.1,,_animate.css+plugins,,_js-flickr-gallery-1.24,,_js-flickr-gallery.css+plugins,,_colorbox,,_colorbox.css,Mcc.cSxapuUV5Z.css.pagespeed.cf.Oe_tASXDKX.css)
19:12:51	12132/12132	---M--	200	added ('OK')	font/woff2	etag:%222f64-567d01da89800%22	https://preview.colorlib.com/theme/zeta/plugins/fontawesome-free-5.0.1/webfonts/fa-regular-400.woff2	C:/Users/HP/Desktop/zeta/preview.colorlib.com/theme/zeta/plugins/fontawesome-free-5.0.1/webfonts/fa-regular-400.woff2	(from https://preview.colorlib.com/theme/zeta/A.styles,,_bootstrap4,,_bootstrap.min.css+plugins,,_fontawesome-free-5.0.1,,_css,,_fontawesome-all.css+plugins,,_OwlCarousel2-2.2.1,,_owl.carousel.css+plugins,,_OwlCarousel2-2.2.1,,_owl.theme.default.css+plugins,,_OwlCarousel2-2.2.1,,_animate.css+plugins,,_js-flickr-gallery-1.24,,_js-flickr-gallery.css+plugins,,_colorbox,,_colorbox.css,Mcc.cSxapuUV5Z.css.pagespeed.cf.Oe_tASXDKX.css)
19:12:52	14556/14556	---M--	200	added ('OK')	font/woff	etag:%2238dc-567d01d9955c0%22	https://preview.colorlib.com/theme/zeta/plugins/fontawesome-free-5.0.1/webfonts/fa-regular-400.woff	C:/Users/HP/Desktop/zeta/preview.colorlib.com/theme/zeta/plugins/fontawesome-free-5.0.1/webfonts/fa-regular-400.woff	(from https://preview.colorlib.com/theme/zeta/A.styles,,_bootstrap4,,_bootstrap.min.css+plugins,,_fontawesome-free-5.0.1,,_css,,_fontawesome-all.css+plugins,,_OwlCarousel2-2.2.1,,_owl.carousel.css+plugins,,_OwlCarousel2-2.2.1,,_owl.theme.default.css+plugins,,_OwlCarousel2-2.2.1,,_animate.css+plugins,,_js-flickr-gallery-1.24,,_js-flickr-gallery.css+plugins,,_colorbox,,_colorbox.css,Mcc.cSxapuUV5Z.css.pagespeed.cf.Oe_tASXDKX.css)
19:12:53	30776/30776	---MCZ	200	added ('OK')	font/ttf	etag:W/%227838-567d01d8a1380%22	https://preview.colorlib.com/theme/zeta/plugins/fontawesome-free-5.0.1/webfonts/fa-regular-400.ttf	C:/Users/HP/Desktop/zeta/preview.colorlib.com/theme/zeta/plugins/fontawesome-free-5.0.1/webfonts/fa-regular-400.ttf	(from https://preview.colorlib.com/theme/zeta/A.styles,,_bootstrap4,,_bootstrap.min.css+plugins,,_fontawesome-free-5.0.1,,_css,,_fontawesome-all.css+plugins,,_OwlCarousel2-2.2.1,,_owl.carousel.css+plugins,,_OwlCarousel2-2.2.1,,_owl.theme.default.css+plugins,,_OwlCarousel2-2.2.1,,_animate.css+plugins,,_js-flickr-gallery-1.24,,_js-flickr-gallery.css+plugins,,_colorbox,,_colorbox.css,Mcc.cSxapuUV5Z.css.pagespeed.cf.Oe_tASXDKX.css)
19:12:53	106698/106698	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221a0ca-567d01d7ad140%22	https://preview.colorlib.com/theme/zeta/plugins/fontawesome-free-5.0.1/webfonts/fa-regular-400.svg	C:/Users/HP/Desktop/zeta/preview.colorlib.com/theme/zeta/plugins/fontawesome-free-5.0.1/webfonts/fa-regular-400.svg	(from https://preview.colorlib.com/theme/zeta/A.styles,,_bootstrap4,,_bootstrap.min.css+plugins,,_fontawesome-free-5.0.1,,_css,,_fontawesome-all.css+plugins,,_OwlCarousel2-2.2.1,,_owl.carousel.css+plugins,,_OwlCarousel2-2.2.1,,_owl.theme.default.css+plugins,,_OwlCarousel2-2.2.1,,_animate.css+plugins,,_js-flickr-gallery-1.24,,_js-flickr-gallery.css+plugins,,_colorbox,,_colorbox.css,Mcc.cSxapuUV5Z.css.pagespeed.cf.Oe_tASXDKX.css)
